Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,13.6,13.6,,,8.4,21.3,18,8873,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(42.46940091300047, -93.81649055599968)",19,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,16.8,16.8,,,14.9,18.9,358,557535,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(40.79373015200048, -77.86070029399963)",42,AGE02,PREV,DISTYPE,MOBDIS,,
2018,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,21.8,21.8,,,13.7,32.8,21,23812,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(31.827240407000488, -99.42677020599967)",48,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,26.8,26.8,,,25.5,28.2,7360,4577289,Disability Status,Any Disability,,,DISEST,RACEIND,,85,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,3.4,3.4,,,2.1,5.3,38,3122,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(41.6410409880005, -99.36572062299967)",31,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,24.8,24.8,,,23.0,26.8,799,152050,Disability Status,Any Disability,,,DISEST,AGEIND,"(39.360700171000474, -111.58713063499971)",49,AGE02,PREV,DISSTAT,DISABL,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(43.62538123900049, -72.51764079099962)",50,RACE02,AGEADJPREV,DISTYPE,VISDIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.6,5.6,,,4.6,6.7,264,43328,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(47.06652897200047, -109.42442064499971)",30,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,6.1,6.1,,,4.0,9.2,38,41392,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,83,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.7,6.7,,,6.0,7.5,655,313434,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(39.766910452000445, -86.14996019399968)",18,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(43.65595011300047, -71.50036091999965)",33,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,75.0,75.0,,,74.1,75.8,24884,6886535,Disability Status,No Disability,,,DISEST,VETIND,,86,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,9.3,9.3,,,6.6,13.0,147,23113,Disability Type,Cognitive Disability,,,DISEST,RACEIND,,88,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.8,3.8,,,2.7,5.4,59,63225,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(31.31266064400046, -92.44568007099969)",22,AGE01,PREV,DISTYPE,HEARDIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(32.84057112200048, -86.63186076199969)",01,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,37.4,37.4,,,35.6,39.2,1780,430379,Disability Status,Any Disability,,,DISEST,AGEIND,"(47.52227862900048, -120.47001078999972)",53,AGE03,PREV,DISSTAT,DISABL,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.6,7.6,,,6.4,9.0,177,349436,Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(40.48501028300046, -88.99771017799969)",17,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.4,3.4,,,3.0,3.9,819,411305,Disability Type,Self-care Disability,,,DISEST,SEXIND,,82,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.2,4.2,,,3.7,4.8,996,915668,Disability Type,Hearing Disability,,,DISEST,SEXIND,,88,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.3,2.3,,,1.8,3.0,149,16200,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,9.1,9.1,,,6.2,13.3,35,19419,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2018,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.8,4.8,,,3.8,6.0,270,139981,Disability Type,Vision Disability,,,DISEST,SEXIND,"(34.865970280000454, -111.76381127699972)",04,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.0,6.0,,,5.4,6.7,585,280452,Disability Type,Hearing Disability,,,DISEST,VETIND,"(39.766910452000445, -86.14996019399968)",18,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(37.645970271000465, -84.77497104799966)",21,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,85.0,85.0,,,83.8,86.1,4647,1627641,Disability Status,No Disability,,,DISEST,AGEIND,"(46.35564873600049, -94.79420050299967)",27,AGE01,PREV,DISSTAT,NODIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,22.6,22.6,,,20.7,24.6,745,65965,Disability Status,Any Disability,,,DISEST,SEXIND,"(47.47531977900047, -100.11842104899966)",38,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2018,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,8.2,8.2,,,6.7,10.0,159,139839,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(35.68094058000048, -85.77449091399967)",47,AGE02,PREV,DISTYPE,HEARDIS,,
2018,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(44.39319117400049, -89.81637074199966)",55,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,4.1,4.1,,,2.5,6.8,24,58785,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(40.48501028300046, -88.99771017799969)",17,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,35.5,35.5,,,31.0,40.3,233,41001,Disability Status,Any Disability,,,DISEST,RACEIND,"(34.52088095200048, -106.24058098499967)",35,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,,85,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.5,7.5,,,6.1,9.2,235,32601,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(47.06652897200047, -109.42442064499971)",30,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(40.13057004800049, -74.27369128799967)",34,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.7,8.7,,,7.9,9.6,1413,615623,Disability Type,Cognitive Disability,,,DISEST,SEXIND,"(42.82700103200045, -75.54397042699964)",36,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.9,6.9,,,6.0,7.9,558,51340,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(41.6410409880005, -99.36572062299967)",31,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,2.7,2.7,,,1.6,4.7,20,5784,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(39.360700171000474, -111.58713063499971)",49,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(43.682630005000476, -114.3637300419997)",16,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.5,6.5,,,6.4,6.7,22295,10636107,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,59,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.6,6.6,,,5.5,7.8,159,25658,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(43.65595011300047, -71.50036091999965)",33,AGE02,PREV,DISTYPE,INDDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,84.2,84.2,,,75.5,90.2,336,861772,Disability Status,No Disability,,,DISEST,RACEIND,,85,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,21.0,21.0,,,15.8,27.4,249,8045,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.47531977900047, -100.11842104899966)",38,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2018,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(38.843840757000464, -106.13361092099967)",08,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.7,12.7,,,10.5,15.4,204,120224,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,80,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,10.3,10.3,,,9.3,11.3,577,313735,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,72,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,69.7,69.7,,,59.9,78.1,169,158372,Disability Status,No Disability,,,DISEST,RACEIND,"(28.932040377000476, -81.92896053899966)",12,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.7,5.7,,,4.9,6.5,651,195567,Disability Type,Vision Disability,,,DISEST,AGEIND,,86,AGE02,PREV,DISTYPE,VISDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,21.9,21.9,,,20.0,23.9,1942,514450,Disability Type,Mobility Disability,,,DISEST,RACEIND,,59,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(38.66551020200046, -80.71264013499967)",54,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,7.7,7.7,,,5.6,10.3,86,6331,Disability Type,Hearing Disability,,,DISEST,VETIND,,66,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2018,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,15.4,15.4,,,11.5,20.3,76,10917,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(64.84507995700051, -147.72205903599973)",02,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,11.2,11.2,,,10.3,12.1,2819,1386699,Disability Type,Mobility Disability,,,DISEST,SEXIND,,81,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.8,2.8,,,2.3,3.5,256,143930,Disability Type,Vision Disability,,,DISEST,AGEIND,,80,AGE01,PREV,DISTYPE,VISDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(47.47531977900047, -100.11842104899966)",38,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,39.9,39.9,,,30.3,50.3,73,2838,Disability Status,Any Disability,,,DISEST,RACEIND,"(43.62538123900049, -72.51764079099962)",50,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.3,9.3,,,8.1,10.6,797,61885,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,3.3,3.3,,,2.7,4.1,102,44657,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(38.843840757000464, -106.13361092099967)",08,AGE02,PREV,DISTYPE,SELFDIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(38.89037138500049, -77.03196112699965)",11,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,11.1,11.1,,,10.1,12.1,912,423420,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.52227862900048, -120.47001078999972)",53,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(45.254228894000505, -68.98503133599962)",23,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.1,4.1,,,3.1,5.5,153,46538,Disability Type,Vision Disability,,,DISEST,VETIND,"(43.682630005000476, -114.3637300419997)",16,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,39.8,39.8,,,34.9,44.9,173,197467,Disability Status,Any Disability,,,DISEST,RACEIND,"(42.27687047000046, -72.08269067499964)",25,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(28.932040377000476, -81.92896053899966)",12,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.6,7.6,,,6.4,9.1,207,84764,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(32.745510099000455, -89.53803082499968)",28,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,72.8,72.8,,,72.4,73.2,156813,89651784,Disability Status,No Disability,,,DISEST,SEXIND,,59,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,86.4,86.4,,,81.6,90.1,529,408865,Disability Status,No Disability,,,DISEST,RACEIND,,80,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.7,6.7,,,5.5,8.1,171,34019,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(34.74865012400045, -92.27449074299966)",05,AGE03,PREV,DISTYPE,SELFDIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,72.9,72.9,,,70.1,75.6,1133,108100,Disability Status,No Disability,,,DISEST,AGEIND,"(38.89037138500049, -77.03196112699965)",11,AGE02,PREV,DISSTAT,NODIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.6,7.6,,,6.3,9.2,156,8654,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(47.47531977900047, -100.11842104899966)",38,AGE03,PREV,DISTYPE,COGDIS,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(40.06021014100048, -82.40426005599966)",39,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,39.3,39.3,,,27.2,52.8,34,33244,Disability Status,Any Disability,,,DISEST,RACEIND,"(37.645970271000465, -84.77497104799966)",21,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,77.6,77.6,,,75.8,79.3,3825,2935809,Disability Status,No Disability,,,DISEST,RACEIND,"(42.27687047000046, -72.08269067499964)",25,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
